Ai Tools Name,Types For Use,Categories,Pricing,Per Month,Site url,Review Count,Features
Autoclear ChatGPT History,Maximize privacy with automatic chat history clearing,#productivity,Freemium,$ 7.99/mo,https://chatgptevo.com/autoclear?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Chatgpt.js,Powerful JavaScript library for ChatGPT integration,#developer tools,Free,$ 7.42/mo,https://chatgpt.js.org/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
iStory,"Interactive storytelling with voice, rich media, and analytics","#text to speech
#customer support",Paid,$ 4.90/mo,https://www.istorylive.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Venturefy,Verified relationship listings for global corporations,#research,Contact for Pricing,$ 20/mo,https://www.venturefy.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Wisdomai,Conversational chat for digital courses powered by GPT-4,#resources,Free,$ 19.99/mo,https://wisdomai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
IMAGINaiTION,AI-powered personalised children's stories app,"#story teller
#education assistant
#fun tools",Freemium,$ 5.99/mo,https://imaginaition.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
ChatGenius,Unlock the power of Multilingual Communication,#customer support,Free,$ 15/mo,https://chatgenius.one/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,3,1
Adam.ai,All-in-one meeting platform powered by AI,#summarizer,Free,$ 7/mo,https://adam.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Saga,AI text RPG that offers on-demand experience,"#general writing
#fun tools
#gaming",Paid,$ 15/mo.,https://saga3.vercel.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AI Toolbox for Innovators,A toolbox to help you accelerate your innovation process.,#research,Freemium,$ 15/mo,https://ai.boardofinnovation.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,4,2
Netus AI,"A powerful AI-driven Paraphraser, Summarizer and AI Detector","#paraphraser
#copywriting",Freemium,$ 79/mo,https://netus.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,3,1
Pics Enhancer,Automatically enhance your photos using AI,#image editing,Freemium,$ 30/mo,https://picsenhancer.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,4,1
Finch 3D,"Optimize building design with AI and graph technology. Get immediate feedback on performance, detect errors and find optimal solutions in the early stages of design.","#design assistant
#3D",Free,$10 ,https://www.finch3d.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Swapp,AI-Powered Construction Documents in Minutes.,"#design assistant
#3D
#productivity",Free,$ 19/mo,https://www.swapp.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
ContentGeni,AI-powered content generation for businesses,#copywriting,Freemium,$ 99/mo,https://contentgeni.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Headlime,AI-powered copywriting made simple and efficient,#copywriting,Freemium,$ 29/mo,https://headlime.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Clerk.io,Boost sales with AI-powered personalisation and relevance.,"#customer support
#sales",Free,$10 ,https://www.clerk.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Zapier,Streamline workflows by connecting your work apps with no coding,"#sales
#productivity",Free,$ 9/mo,https://zapier.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
RizzGPT,Engaging chat-based game with AI characters for fun and connection,#fun tools,Free,$ 9/mo,https://www.rizzgpt.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
Animated Drawings,Bring children's drawings to life with Animated Drawings,#art,Free,$ 40/mo,https://sketch.metademolab.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,3,1
Reroom AI,Design tool for customising and creating spaces,#image editing,Free,$ 59/mo,https://reroom.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Pfpmaker,Create a fantastic profile photo for free,#image editing,Free,$1 ,https://pfpmaker.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,2
Content Writer Tools,"Comprehensive platform for free, cutting-edge writing tools",#general writing,Free Trial,$ 27/mo,https://contentwritertools.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,2
Applaime,"Winning Cover Letter, in Seconds",#human resources,Contact for Pricing,$ 600/mo,https://www.applaime.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,2
AvanazAI,AI copilot for analyzing financial data,#finance,Free,$12.99 ,https://avanz.ai/?ref=futurepedia.io&utm-source=futurepedia.io,1,1
Finchat.io,FinChat generates answers to questions about public companies and investors.,#finance,Freemium,$499 ,https://finchat.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Augment AI,"Augment remembers, anticipates & gets things done.",#life assistant,Free Trial,$ 9/mo,https://www.augment.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Suno AI Bark,Transformer-based text-to-audio model,"#text to speech
#experiments",Freemium,$199 ,https://github.com/suno-ai/bark?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,3
Adwrite,"Marketing Ad writer that Generates SEO-Optimized, Plagiarism-free Content",#copywriting,Free,$ 99/mo,https://aigcdeep.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Landing AI,"Rapidly Generate Unique, Branded Copywriting Landing Pages",#design assistant,Free,$ 21/mo,https://landing-ai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Have I Been Encoded,Keep track of what all the different AI's say about you!,"#experiments
#search engine",Free Trial,$ 29.90/mo,https://haveibeenencoded.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Kleap,AI-driven mobile website builder,#design assistant,Freemium,$ 24/mo,https://kleap.co/ai-website-builder?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Adcrafter.ai,Automate Google Ads copy from your Landingpage,#copywriting,Contact for Pricing,$ 0.0002/second,https://adcrafter.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
ChatWizard,ChatWizard is an Chatbot builder for your Website or Document,#customer support,Contact for Pricing,$ 5/mo.,https://chatwizardai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
TeamSmart AI,The Chrome extension to boost productivity with ChatGPT,#productivity,Free Trial,$29 ,https://www.teamsmart.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
ElegantPrompt,"AI-driven services including content generation, data analysis, & problem-solving",#resources,Paid,$0.30 ,https://ai-tools.elegantprompt.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
SocialBee,"Generate engaging social media content with over 1,000 pre-built prompts",#social media assistant,Contact for Pricing,$ 15/mo,https://get.socialbee.io/lxkglov4dm4q,0,1
Automatic Chat,AI chatbot for websites offering instant answers and 24/7 customer support,#customer support,Paid,$ 25/mo,https://automatic.chat/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
ClassifyAI,Seamless AI communication for Application Integration,#developer tools,Free,$ 29/mo,https://github.com/WenServices/ClassifyAI?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,3
Artify Labs,Turn images into AI-generated NFTs and Monetize your Creations,"#image generator
#art",Free,$ 10/mo,https://artifylabs.io/tools?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,5,1
PromptSandbox,User-friendly Visual Programming tool to Explore OpenAI API workflows,#developer tools,Free Trial,$8.95 ,https://app.promptsandbox.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AdswithAI,Generate AI-powered ads visuals and captions in seconds,#image generator,Free,$ 200/mo,https://adswithai.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
AI Templates,Boost productivity for solopreneurs with production-ready prompts,#prompts,Free Trial,$2.90 ,https://aitemplates.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,4,1
MyPrint AI,Generate AI artworks from your photos,#art,Free,$ 4.99/mo,https://www.myprint.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Textero AI,Overcome writer's block with AI-powered academic writing assistance,#general writing,Contact for Pricing,$8.99 ,https://www.textero.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,14,1
Typpo,"With Typpo, you can effortlessly create engaging videos in seconds.",#video generator,Free,$6.50 ,https://typpo.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,4,1
TurnCage,AI-powered website & content creator for small and medium businesses,"#design assistant
#copywriting",Contact for Pricing,$8 ,https://turncage.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
WriteSmart,Supercharge your influence With GPT-Powered LinkedIn Comments,#social media assistant,Free,$ 0.1/page,https://www.writesmart.so/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,2
Fordi AI,AI-assisted brainstorming for everyday work topics and solutions,"#human resources
#productivity",Free Trial,$ 29/mo,https://fordi.io/chat?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
Retouch4Me,AI-powered Retouching Plugins for Professional Photo Editing,#image editing,Paid,$ 90/mo,https://retouch4.me/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AIPEX Virtual Concierge,A virtual concierge for your hotel or short-term rental,#life assistant,Free,$ 19/mo,https://www.aipextech.com/virtual-concierge?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
PixieBrix,"One extension to drive productivity with AI, automation, and more",#productivity,Freemium,$29 ,https://www.pixiebrix.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
ToobSquid,Generate YouTube Titles and Descriptions. Automatically. Magically,"#social media assistant
#transcriber",Free Trial,$ 5/mo,https://ai.toobsquid.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
AstroGPT,"AstroGPT is a personalized astrology service that provides expert guidance for love, career, and more. Users can sign in with Google to discover their destiny and trust the stars to help them shine.","#religion
#life assistant
#fun tools",Paid,$14.25 ,https://astrogpt.pages.dev/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Orimon.ai,Your Best AI Salesperson,#sales,Paid,$0.20 ,https://www.orimon.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Refact AI,Refact is a powerful self-hosted AI code assistant for JetBrains and VS Code,#code assistant,Paid,$ 39/mo,https://refact.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Orkoi,Generate your Dream Travel Plan,#travel,Free Trial,$ 15/mo,https://orkoi.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AIBrane,Seamless AI integration across websites for enhanced productivity,"#social media assistant
#productivity",Paid,$8.33 ,https://www.aibrane.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
MagicRoomAI,AI-powered space design with infinite inspiration sources,#design assistant,Free,$ 49/mo,https://magicroom.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
MonitUp,Boost productivity with AI-driven suggestions and monitoring,#productivity,Free Trial,$ 9/mo,https://timetracking.monitup.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Snack Prompt,"Discover, share, and integrate prompts with ChatGPT",#prompts,Free,$ 1.77/minute,https://snackprompt.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,4,1
CopyGen,"AI-powered content generator for web, social, and more",#copywriting,Paid,$3.05 ,https://copygen.pro/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
WebCopilot.ai,Maximize productivity with AI at your fingertips,#life assistant,Free,$ 15/mo,https://www.webcopilot.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
Whisper JAX,Optimised implementation of the Whisper model,#transcriber,Freemium,$ 19/mo,https://huggingface.co/spaces/sanchit-gandhi/whisper-jax?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Dreambooth,Train your own Dreambooth models and generate images.,"#image generator
#art",Free,$ 45/mo,https://dreamboothr.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Starcycle,Your AI cofounder,"#resources
#startup tools",Free,$ 3.99/mo,https://starcycle.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Flatlogic,Generate a database schema based on the user’s description of the app.,"#developer tools
#low-code/no-code",Contact for Pricing,$ 84/mo,https://flatlogic.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Trickle AI: Prompts Warehouse,"Infuse the power of AI into your workflow and seamlessly integrate over 200 ready-to-use prompts into your daily tasks, all in one place, streamlining your thinking process and helping you achieve more in less time.",#prompts,Freemium,$ 0.027 / minute,https://www.trickle.so/prompts-db?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,11,1
Sttabot CSAT,Real-time AI assistant for your documentation,"#customer support
#startup tools",Free,$ 4/mo,https://csat.sttabot.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Chatmosphere,Chat with favorite characters or brainstorm in a group,#fun tools,Paid,$ 21/mo,https://chatmosphere.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
MarkMyIMages,"One-click watermark, resize, and rename for images",#image editing,Free Trial,$ 15/mo,https://www.markmyimages.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
CodeConvert AI,AI-powered code conversion across programming languages,#code assistant,Freemium,$ 9/mo,https://codeconvert.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
ChatronAI,"Create SEO-optimized content for your blogs, advertising, emails, and website","#SEO
#copywriting",Free,$ 1/hour,https://chatronai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Dr Gupta AI,Virtual health companion providing personalized suggestions,#healthcare,Free,$ 9/mo,https://www.drgupta.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
